Search Term,01,02,03,04,05,06,07,08,09,10,11,12,方差,均值
cricut,484.871,644.9286,529.0,808.3333,720.6129,577.5,659.6071,1537.6129,639.0667,614.4333,371.9231,0,0.048,632.3241
nespresso pods,976.0,482.8571,674.1333,580.3,566.0968,620.2333,798.0714,841.4516,478.1667,535.7,492.3846,0,0.0567,587.1162
camping chairs,15054.129,12688.4643,3689.7333,1330.9,540.871,563.2667,497.9643,842.7419,855.6,1711.5333,2718.9231,0,0.1026,3374.5106
fairy lights,382.2903,533.1071,570.4667,624.4333,898.6129,1704.1333,968.4643,470.0,478.6333,480.8333,278.4615,0,0.0575,615.7863
macbook pro 13 inch case,1012.1935,480.1786,775.6,2123.7667,1874.871,535.2667,577.6786,1382.9355,563.2333,597.2667,532.3846,0,0.0788,871.2813
vegetable chopper,4082.0968,4044.3571,4320.8667,4887.2667,4212.0968,2442.4667,1437.1786,1974.2258,2527.6,3980.3,3461.6923,0,0.0805,3114.179
shoe organizer,290.1935,430.0357,331.2333,321.4,314.2903,921.5333,957.1071,328.4839,291.8,384.8,464.0,0,0.0719,419.5731
kitchen gadgets,191.8387,674.4286,340.6333,558.8667,931.5806,1247.0667,784.0,739.0323,1313.5,1145.5667,445.4231,0,0.0917,697.6614
nails,784.9032,823.1429,707.3,873.0667,850.2258,859.4,839.3214,1204.2903,1144.8,1243.5667,1300.5385,0,0.0642,885.8796
apple watch charger,767.2258,1143.4643,736.9667,763.5,646.0,1384.2,963.7143,610.1613,641.3667,796.9667,745.2308,0,0.0525,766.5664
table,723.3871,738.4643,621.0667,634.7333,672.6129,732.5667,676.2143,530.1613,592.9,909.0667,864.2692,0,0.0579,641.2869
roblox,564.3871,423.2143,423.5667,460.0,700.7419,819.2333,547.1786,597.5484,724.3,904.1667,638.3462,0,0.0612,566.8903
beads,2512.4516,2440.3571,2521.0,1563.0667,1380.9355,954.4333,637.3214,556.3548,678.7667,1207.6333,1301.1923,0,0.0987,1312.7927
refrigerators,7435.1935,7833.5714,7131.5667,7119.5667,6022.9355,627.1,576.25,889.9355,963.3333,1412.9333,1422.4231,0,0.1601,3452.9007
wireless headphones,304.7419,161.1786,398.8667,225.9667,551.6129,730.1,608.5,560.7097,359.2,466.2333,355.3077,0,0.0727,393.5348
trash can,574.0968,631.3214,558.2333,494.0,775.8387,788.7,452.7857,349.5484,321.6,470.7667,618.4231,0,0.0679,502.9428
cat litter box,1226.2581,1315.6429,1202.3333,1392.7667,2758.2258,682.0,596.7143,997.5161,759.0333,911.8333,1214.5,0,0.0517,1088.0686
queen bed frame,355.2903,1358.7143,452.4333,560.4667,533.1613,749.9333,578.75,676.5806,174.3333,193.1,207.5385,0,0.0631,486.6918
compression socks,1606.871,2307.9286,2047.2,1595.0667,1751.7097,1381.9667,693.6071,1160.129,1473.7333,1817.4333,1842.4615,0,0.0669,1473.1756
croc charms,2523.129,3565.8214,1071.3,632.3667,1100.6774,931.7,750.6071,701.6452,281.4667,390.1,510.0385,0,0.0742,1038.2377
iphone 12 mini case,909.0645,1299.25,880.7667,1067.2,678.9032,1495.4,1294.3571,809.8065,619.9333,764.2333,870.1538,0,0.0619,890.7557
nail stickers,1147.8065,1284.4286,1196.7667,1185.2667,2115.3871,3555.3667,914.6429,1344.1613,1594.8333,1510.5667,1666.2308,0,0.0501,1459.6214
jackass,5067.3871,5289.3929,10019.9,8786.5667,7170.8387,5852.7333,2952.8214,1843.129,3718.0333,6807.0667,5868.3846,0,0.0738,5281.3545
teeth whitening,495.6129,451.2143,437.7,557.4667,600.1935,639.8667,705.75,679.2903,738.3333,1007.2333,1105.6538,0,0.0598,618.1929
outdoor rugs,20483.0,15919.0357,3676.7333,2233.0,1673.8387,1461.8,566.9643,1364.3871,6623.0,18243.4333,32400.6538,0,0.0963,8720.4872
tevas woman's sandals,289035.2903,195501.8214,37208.8667,8653.6,152189.3871,82020.6333,6810.6071,50739.4839,0.0,27670.4667,0.0,0,0.0961,70819.1797
rtx 3090,1609.7742,1167.1786,1044.5,787.6333,1395.6774,1237.7,854.3929,966.2258,429.5,781.2,1397.8077,0,0.0709,972.6325
laptops,370.2903,309.7143,471.8667,150.0667,61.5484,307.1667,462.8214,708.7097,949.0333,1071.5333,535.7692,0,0.0871,449.8767
my hero academia,468.7742,511.4643,445.4333,737.7667,603.8065,640.5667,613.6429,702.1935,851.4333,1067.5,563.2308,0,0.0529,600.4844
hindi movies 2021,0.0,0.0,0.0,0.0,0.0,0.0,471.25,481.6129,556.7667,718.1667,730.8846,0,0.1692,246.5567
macbook,820.8387,360.6429,590.7333,749.5,660.4516,698.4667,807.9643,765.5806,606.6667,671.4667,660.6154,0,0.0715,616.0772
milwaukee tools,488.9677,528.3929,436.1333,526.5333,640.4194,664.4333,1717.8571,627.7097,742.0667,708.4333,581.6538,0,0.0474,638.55
canopy,7726.6774,6236.1071,2264.3,1216.0667,757.7097,456.7333,968.6786,1113.0968,1931.7333,4004.4333,6355.3846,0,0.108,2752.5767
dog collar,238.2258,314.7143,196.0,231.5333,275.871,272.8667,478.5,291.8065,217.3333,376.3333,431.4231,0,0.0606,277.0506
probiotics for women,1567.8387,1315.6429,1233.8667,1166.4333,1162.7097,3291.0,711.6071,676.7097,720.3,841.6,1236.5385,0,0.0525,1160.3539
resin mold,1468.5806,4426.75,3310.5333,6351.7667,1823.9677,6217.4,612.8929,1068.1935,1602.9333,2431.7,2764.2692,0,0.0969,2673.2489
graphic tees,4216.2903,3927.6071,3095.7,5616.8667,3266.4839,5086.4,1201.4643,367.4516,1430.2667,3361.2333,3833.1154,0,0.0952,2950.2399
skirts,1734.7742,1864.5714,1092.7,1201.5,1069.5484,724.4333,732.6786,721.1613,1213.5333,1708.8667,1926.0385,0,0.0818,1165.8171
liquid iv,1855.0323,1844.1786,1446.4,1430.0333,1496.2903,961.1667,642.7857,611.5806,794.0333,1208.8,1640.1538,0,0.0857,1160.8712
gloves,364.0968,447.0357,860.1667,616.6,798.6129,952.7,763.1786,490.4839,585.9,501.2667,531.8462,0,0.0658,575.9906
iphone 12 pro screen protector,2366.7742,2284.1429,3028.5,2484.7333,2600.6129,3731.5,2276.2857,3036.129,2771.0333,4944.3333,6320.7308,0,0.0548,2987.0646
gel blaster,45154.4194,38048.8571,34380.2,22016.3,12331.2258,3691.7,1361.3571,3834.5484,5612.0333,5219.1333,5009.4231,0,0.1152,14721.5998
headset,586.2258,551.6786,568.5667,706.7333,695.0323,699.2,795.0,1160.6774,1273.6,1438.6333,1228.0769,0,0.0715,808.6187
plastic storage bins,699.0,1030.2857,1127.8667,1076.8667,826.7419,1037.0667,756.75,642.1613,829.4,1258.6667,1882.3462,0,0.0505,930.596
silverware set,681.6774,815.3929,668.5,692.9,1794.9032,5652.5333,1968.8214,672.1935,743.5333,756.9667,645.5769,0,0.0629,1257.7499
swimsuit cover up,27640.5484,3923.1429,4662.6,9721.9,3289.7097,6213.2333,1756.8214,14035.7097,27141.2333,59611.6,56631.3077,0,0.1127,17885.6505
spray bottles,877.1935,969.7857,818.7,757.1667,808.5161,742.0333,677.3571,684.5161,809.0333,1224.9667,1693.0385,0,0.0485,838.5256
makeup brushes set,30628.5484,30684.9286,24303.0667,27970.2333,33995.7419,14039.8667,871.8929,2854.0968,8489.2333,10240.0667,6464.2308,0,0.1303,15878.4922
tankini bathing suits for women,523619.9355,377040.3929,233114.0,25864.1667,508.9677,293.8333,10934.2857,1797.9032,5508.3667,10563.7667,14203.3846,0,0.1067,100287.4169
hello kitty,940.8065,911.6429,921.1333,935.3333,874.6774,873.4667,1420.5,861.129,768.8667,753.8333,1612.8846,0,0.0523,906.1895
kimonos for women,12850.2258,10134.1429,1827.4667,759.4333,674.1935,774.5,731.6786,965.4516,1449.9667,2971.5667,5633.7692,0,0.0967,3231.0329
iphone cable,6315.871,7033.5714,8012.0,11162.8333,7202.1935,9902.4333,3101.0357,6712.6129,7936.5,9483.6667,9028.1154,0,0.0685,7157.5694
living room decor,858.2581,878.8214,594.9667,761.5667,982.5806,938.6667,582.5714,854.8387,684.3667,1143.1,1613.3462,0,0.0506,824.4236
boss baby,5691.0323,6464.0,5812.2,6683.2667,4908.0645,1423.8,316.0,1617.8065,5155.8,8281.8333,9927.8846,0,0.094,4690.1407
yellowstone,999.0,1135.3571,1709.6,1967.9333,1637.0968,919.4,602.4286,610.7419,896.0667,1329.1333,162.0769,0,0.0861,997.4029
chocolate,315.9355,165.3929,358.7333,440.2333,868.3871,677.1667,720.9286,2911.9032,570.2667,2384.3,726.9231,0,0.0848,845.0142
car seat cover,9882.1613,10105.2143,6784.7333,7416.7667,7415.871,6570.2333,557.75,612.2903,695.4667,782.3,989.4231,0,0.1453,4317.6842
composition notebooks,174984.3548,201871.2857,172597.6667,139589.3667,14931.9355,8530.1667,1567.5,332.0323,3995.0333,11669.6667,17615.3846,0,0.153,62307.0328
trampoline,1201.4516,1076.2143,213.4333,215.2333,203.0645,312.1667,1294.2857,1800.3226,1555.1333,1831.4,841.8846,0,0.1233,878.7158
face masks,305.3871,368.75,434.1333,513.2333,856.7097,1247.6333,768.8214,115.8065,354.5333,727.4667,960.8462,0,0.0785,554.4434
womens underwear,707.3226,855.8929,1076.1667,925.6667,987.1935,960.9,768.1786,787.9677,389.8,713.9,800.5385,0,0.0683,747.7939
pill organizer,494.7419,526.0357,491.2333,545.7667,944.4194,4619.6667,859.5,466.5806,449.7333,521.5333,963.4615,0,0.0616,906.8894
the boys,903.1613,569.8571,919.6667,686.7667,467.7742,445.6667,441.1071,628.2581,334.3667,616.9333,2784.7308,0,0.0565,733.1907
oculus quest 2,309.1613,609.2857,446.9667,516.7333,758.0323,650.1,507.9286,524.2581,733.3333,589.3,157.5385,0,0.0823,483.5532
cerave,411.6452,344.8214,460.6,503.2333,623.4839,704.1,731.5357,933.1613,906.9,1053.8333,1135.4615,0,0.0766,650.7313
sundresses for women,336099.6774,220402.6429,46063.5667,23415.1667,14066.0,14067.3333,843.1786,1078.9677,4834.5,13396.4333,25650.0,0,0.092,58326.4556
diffuser,1169.6774,1351.0,1291.5,1297.4667,1348.4516,1863.3,736.4286,615.2903,584.5667,643.7,615.4231,0,0.0681,959.7337
first aid kit,1266.9677,1388.75,1084.0667,1023.8333,968.4194,981.6,1273.75,1414.1935,1097.7,1878.8,2342.5769,0,0.0523,1226.7215
keurig coffee maker,388.7097,485.6071,535.4,740.6667,808.1613,605.2667,797.9643,517.7097,435.2,369.6667,273.5385,0,0.0752,496.4909
micro sd card,336.7742,347.9286,280.0,328.9,597.8387,776.6333,748.1071,1499.4194,488.2,454.1667,432.1154,0,0.0565,524.1736
contact paper,778.1613,934.0714,875.2333,1060.3,1055.3226,1123.3333,653.9286,514.3871,921.2,1507.8667,2166.3462,0,0.0543,965.8459
l shaped desk,961.8065,1044.6071,1016.5,1252.2,1220.9355,1504.5667,646.3929,517.3548,641.1,797.4,903.1154,0,0.0634,875.4982
collagen powder,506.5484,482.8929,510.2,546.2667,558.2258,589.6,763.8214,701.3226,599.5,863.0667,1441.9231,0,0.0481,630.2806
michael kors handbags,627.2581,618.1429,488.0333,645.8,744.1935,857.1333,668.1071,758.8065,683.5333,899.3333,594.8462,0,0.0594,632.099
true and co bras for women,42200.7742,4779.0357,11001.1333,7891.5333,6068.2903,9110.8,6750.5,8201.6774,9654.2667,9330.4333,16907.5,0,0.0578,10991.3287
kitchen,805.9032,785.1786,813.3333,747.5667,817.6452,629.7333,802.3571,623.4839,475.0333,515.9,707.2692,0,0.0754,643.617
deals of the day,797.6452,962.5357,947.6667,1291.2,1363.6452,843.2,730.4286,633.3548,429.4,391.0333,458.3077,0,0.0742,737.3681
fanny pack for women fashionable,0.0,0.0,0.0,0.0,0.0,0.0,113271.3333,471121.3548,473254.9667,210777.6333,109516.8462,0,0.1328,114828.5112
mini dress,8863.5161,5234.8214,4183.7,4030.2,3380.4839,3615.8667,2767.5357,4351.2581,3913.8,2170.6667,7028.8846,0,0.0591,4128.3944
umbrella,1621.2258,2025.75,823.0333,645.6667,556.129,408.6,512.3571,241.0,265.3,379.1333,1359.8077,0,0.0848,736.5002
blow dryer,1210.9032,1571.7857,1717.5,1613.3,2167.7742,3849.6667,1457.0357,1389.8387,1952.0,1823.3333,1773.2692,0,0.0463,1710.5339
beds,730.3226,750.8214,570.2667,804.4667,868.3871,860.8333,740.3929,884.9355,947.0,1556.9,1535.9615,0,0.0626,854.1906
smart tv,606.4839,579.4286,545.3667,629.0667,631.3226,499.4667,681.75,641.2581,609.3,2400.3,534.1538,0,0.0509,696.4914
fast and furious 9,181905.2581,196249.6071,225787.7333,136401.5333,88271.0968,14386.4333,291.1429,768.8065,648.8333,1660.5,2620.5,0,0.1457,70749.287
pool float,28758.0968,15654.5357,3241.9,2206.7667,1043.7742,483.6333,974.1786,3946.9355,13162.0333,28428.7667,30259.5385,0,0.1487,10680.0133
grand tour,2125.3548,1513.7857,2153.3667,2841.4333,2638.9677,4056.0,1843.2143,822.4839,1090.0,1158.1333,882.8462,0,0.0665,1760.4655
curtain,4161.4839,4682.7857,3925.8667,4304.1,3190.5484,895.9,1710.0357,3041.6452,3232.7333,4012.1333,3627.8846,0,0.0885,3065.4264
beyblade,997.5484,1243.3929,1426.1333,1840.4667,2002.8387,2026.9333,1078.5714,1225.1935,962.8333,982.2333,749.3077,0,0.0729,1211.2877
polygel nail kit,337.1935,485.6786,585.1333,648.8667,951.5161,777.4333,886.6071,1120.1935,1221.4333,1593.0667,1711.9231,0,0.0782,859.9204
pillow,336.5806,531.9643,528.1,551.0,550.0645,546.1333,615.3571,544.5484,750.1667,991.8333,890.3846,0,0.0593,569.6777
skechers shoes for men,10715.6129,3934.75,1144.7333,777.0333,721.3226,582.6,7279.3571,25962.4516,29462.2333,36218.0,30717.1538,0,0.1379,12292.9373
pool vacuum,31905.3548,14392.5,5209.1,2201.3333,1058.1935,535.6667,685.8571,2108.129,5620.3,10441.7333,18480.8077,0,0.0844,7719.9146
sunset lamp,221015.6452,39480.5357,455.8333,994.1667,1102.0323,879.4,462.6071,503.6774,1107.3333,1520.0,634.4615,0,0.0758,22346.3077
phone mount for car,58076.4516,53899.5714,33326.0,42419.0333,47403.1935,30745.6333,8168.7143,962.8387,689.2667,946.4667,1076.3846,0,0.1488,23142.7962
mens socks,1351.1613,1179.8929,849.7333,798.6333,1021.3226,1433.3667,856.0714,908.5484,831.9,672.0667,440.5385,0,0.0672,861.9363
boxing gloves,893.4194,1084.2857,988.4667,949.8,733.3871,455.5,690.0,1037.4194,1071.7333,1162.7,1221.9231,0,0.0738,857.3862
cookies,580.4516,384.7143,623.2667,760.8667,682.1935,730.9,706.8571,638.9032,566.7,609.8667,1019.4231,0,0.0518,608.6786
office desk,647.6129,778.4643,712.7333,689.7667,740.0968,1138.3333,880.8571,625.0323,715.0667,847.5333,956.9231,0,0.0521,727.7016
waxing kit,707.2581,751.6786,491.8667,650.6333,877.0323,926.9333,877.3571,972.2581,1271.1333,1656.1,1748.7692,0,0.069,910.9183
star wars,220.7742,328.9286,620.4,570.8,397.8387,502.9,610.6786,769.4839,828.3333,837.4667,581.8846,0,0.0825,522.4574
hair extensions,1257.6129,819.1786,717.1333,713.1667,757.2258,1125.7,944.1429,827.7097,703.2333,796.5667,958.6923,0,0.0542,801.6969
can opener,458.6129,534.4643,706.9,786.2333,1196.871,1396.6,923.7143,780.6452,662.4,981.7667,748.5769,0,0.06,764.732
wall clock,826.0323,866.4286,655.2333,704.6333,943.4516,1441.3333,931.9643,659.1935,686.4,794.5667,704.0769,0,0.0463,767.7762
amazon prime,3313.4839,2407.0357,1820.1667,1310.7333,1656.6452,1719.8333,606.8929,881.6452,1203.7333,3563.9667,3688.2692,0,0.0946,1847.7004
markers,1290.871,1204.9286,1284.9333,1276.2667,1335.5806,1374.9667,974.9286,661.2581,1164.9,1191.1333,894.3846,0,0.0746,1054.5126
weight loss,645.7419,622.2857,322.8667,490.0,676.871,613.5667,1204.1786,990.5161,562.9667,1299.7333,2515.0769,0,0.0594,828.6503
anime figure,1335.3548,1585.25,1339.5667,1271.2,1253.8065,1010.8,740.5357,1251.7742,2008.3667,2474.8,1192.6154,0,0.0554,1288.6725
sex toys for women vibrating machine,0.0,0.0,0.0,0.0,0.0,0.0,2881.5833,161318.871,0.0,0.0,0.0,0,0.0762,13683.3712
halloween decor,110630.9355,65491.75,40004.4667,34783.9667,24033.0,9024.9,1140.8929,157.5161,54.8,743.7333,81092.3077,0,0.1045,30596.5224
leggings,59.5161,50.2143,79.1667,151.8,397.3226,700.5333,650.8571,477.9355,308.2667,287.4,193.0385,0,0.104,279.6709
christian movies,1806.0968,1069.5,1032.8,901.7,915.9355,957.3333,526.5357,620.1613,686.6667,1938.6333,3068.9615,0,0.0629,1127.027
halloween,3602.2258,2292.4643,2616.6667,2545.8333,2102.5484,1843.5,630.75,235.5806,52.2,8.0333,884.2308,0,0.1095,1401.1694
cheese,380.4516,283.3571,545.4333,674.2,645.871,759.0333,2115.4286,670.7742,588.2333,693.6,963.4615,0,0.0537,693.3203
fortnite,471.0323,443.7857,447.7,769.8,764.7742,904.6333,811.5357,919.871,794.5,760.9667,550.8462,0,0.0758,636.6204
canning lids,5057.4839,4990.6429,3187.1333,3622.5667,2410.2581,1604.6667,821.3571,1029.5161,2521.9667,5478.1,14061.9231,0,0.0636,3732.1346
back to school supplies,67085.871,70314.5714,55209.1333,88357.2333,82210.2903,30900.3,1967.9643,1660.0,48762.8,206411.1667,264168.3462,0,0.0868,76420.6397
lip gloss,666.3226,733.8929,746.2333,872.0667,1014.871,1100.6,1578.5714,1842.8065,1206.7333,1151.6333,1453.9231,0,0.0633,1030.6378
laundry hamper,332.0,417.25,1237.3,635.0667,1332.9032,1221.3333,987.2143,612.9677,534.6333,776.3667,889.0385,0,0.0845,748.0061
record player,410.9677,719.9286,857.3667,542.2667,689.6452,994.3667,635.9643,695.3226,588.9333,861.0,714.0,0,0.0601,642.4802
tomatoes,420.1935,322.3214,567.1,752.9333,901.6452,810.7333,672.3571,772.2903,794.3,1132.8,2049.7308,0,0.0547,766.3671
pots and pans set,579.0645,675.25,579.5,686.1333,813.1613,774.7667,757.4286,743.129,821.6667,760.1667,492.0385,0,0.0694,640.1921
hammock,1556.0645,1272.75,237.6333,208.4333,148.6774,202.0667,1894.1071,581.2903,730.5667,1406.3,2702.4231,0,0.0909,911.6927
beats headphones,943.9355,759.6429,793.8667,1122.5333,1127.7097,890.3333,919.9286,1327.7097,734.7333,692.8,429.1538,0,0.0627,811.8622
clearance items,554.5806,763.6786,1022.1,1013.0,1824.3548,1321.2,781.5,983.2903,900.5667,1153.0667,1525.1154,0,0.0599,986.8711
slippers for women,126.2581,1313.1071,2612.7,5709.1667,8455.6452,7721.4333,3241.8214,647.9677,261.0333,152.4333,79.2308,0,0.1244,2526.7331
mens sunglasses,5103.0968,3364.8929,1274.6,1061.6,892.7419,1083.5667,772.25,1826.1935,2495.3,2984.9667,2907.3846,0,0.0721,1980.5494
iphone 11 pro case,439.0645,295.5714,306.2667,808.6,865.3548,1026.1667,797.4643,651.4516,452.0667,468.7667,593.5769,0,0.0729,558.6959
blanket,403.129,515.9643,610.0,634.5667,730.9032,738.7,668.1071,568.5806,380.3,267.8333,141.1154,0,0.0948,471.6
loki,58369.4516,30766.9286,26354.0333,19794.4667,19951.1935,3254.0,791.5357,4510.6129,7780.6333,8811.1667,10255.6923,0,0.0754,15886.6429
air purifier,162.2903,188.1071,148.6333,430.7333,170.2258,277.4667,767.3929,600.5806,747.3333,1099.3,1153.9615,0,0.1046,478.8354
laptop backpack,4303.5484,3588.5357,2672.0333,7016.4667,2648.1613,1935.6,1050.2143,679.129,1475.9,2180.7,1997.9615,0,0.0648,2462.3542
mason jars,728.9355,709.5714,776.9333,867.6667,864.9677,910.5667,794.5714,692.5806,631.6333,757.1333,1309.0,0,0.0462,753.63
mechanical pencil,14128.6452,2647.0,4956.9333,2774.3333,3193.2581,3214.7,1235.3571,565.7419,1289.7333,1813.3,1908.3077,0,0.0631,3143.9425
polo shirts for men,3017.9355,2445.3214,1411.2667,1083.6333,915.6129,683.8,1035.7143,3352.5161,639.9667,823.4333,982.9615,0,0.0855,1366.0135
automotive seat covers,7239.8387,9427.4286,7023.0333,8243.3,8928.6129,6628.2,4445.25,5350.2903,8076.8333,15975.5667,13232.8462,0,0.0591,7880.9333
macbook air,1000.5161,715.8929,742.4,815.0667,799.9355,946.8333,810.8214,960.5484,1176.7333,1364.6333,817.1154,0,0.0525,845.8747
tomorrow war,0.0,0.0,0.0,0.0,0.0,0.0,1002.6667,1303.9355,2623.9,9813.2667,9823.2308,0,0.1313,2047.25
wedding decorations,1985.8065,2207.2143,1598.5,1609.0333,1679.5161,1195.3667,1063.8214,1905.9677,3107.4667,6374.3333,6958.5385,0,0.083,2473.797
budget binder,4762.0968,6332.0714,4802.3,5797.1,4545.9677,3112.9,1654.1071,1337.3226,1721.8667,2401.5,3352.3846,0,0.0876,3318.3014
speaker,959.4839,750.2143,698.4667,608.6333,662.8387,509.2333,717.0714,663.9355,601.5333,750.4333,658.8462,0,0.0512,631.7242
usa,4474.9677,2244.8929,2851.9,2101.7,1327.6129,839.3333,734.9286,2555.5806,1143.9,3561.9,1221.3077,0,0.0763,1921.502
pool toys,9222.3871,4420.0714,819.4667,625.4667,324.0,119.3,732.0,1885.8065,6934.8667,11326.6333,8959.9615,0,0.1267,3780.83
gel nail polish kit with uv light,941.0323,1035.0,1154.4667,1327.4333,1309.7097,1014.1667,955.5,1074.1613,1257.6333,1414.6,1111.4615,0,0.0608,1049.5971
gym bag,1760.9677,2009.2143,1393.7667,1258.2,1285.2903,1410.8333,1054.2857,894.4194,1108.3333,1623.7333,1690.8462,0,0.0608,1290.8242
bedroom furniture,724.1613,1074.2857,768.6667,880.4,1359.3226,1213.1333,716.1786,1267.0968,1537.3,2083.4667,2010.9231,0,0.0718,1136.2446
ice cube tray,1634.0645,1735.5714,1221.9667,1044.9,2412.1613,4497.0667,970.8571,716.9355,1027.1667,1746.1,2654.6538,0,0.0606,1638.4536
bed,1152.6129,938.0357,786.0667,867.1667,831.5806,796.4667,906.75,1109.5806,1037.1667,2599.9333,1927.0385,0,0.0558,1079.3665
car air fresheners,2396.7742,2106.2143,1277.2667,1420.2333,1455.9355,1148.4667,758.9643,1009.3226,1294.7667,1495.4,2063.9231,0,0.066,1368.9389
cover ups for women,212082.3871,123364.25,54886.7333,7088.9667,1025.4516,692.6667,1301.2857,4011.7097,63396.3667,130692.1333,181183.0769,0,0.1233,64977.0856
polaroid cameras,301589.6129,336149.1071,302263.2667,328783.1,299567.2903,3841.9333,781.0714,933.871,792.3667,628.7667,358.9615,0,0.2111,131307.4456
nail art,811.7419,1157.0,1148.5667,1106.3667,1214.2903,1153.5333,945.4286,1330.0,1370.6667,1718.8333,2369.8846,0,0.0498,1193.8593
swimsuit coverup for women,0.0,0.0,0.0,0.0,0.0,0.0,294.4167,405.6452,1297.2667,2332.6,3216.8846,0,0.1045,628.9011
nerf,685.4516,857.8929,722.0667,728.9333,770.6452,686.6,780.9286,735.129,907.6,924.2333,641.9615,0,0.0611,703.4535
hdmi cables,21974.1613,26683.2857,13349.0333,7064.8667,10689.871,853.8,3273.7143,3237.9032,831.6333,1087.3667,963.8462,0,0.1038,7500.7901
keychain,590.2903,461.6429,274.4333,193.7667,404.871,838.8667,706.9286,352.9677,286.4,445.1,480.5,0,0.0668,419.6473
pop it pack,57371.4194,17218.8929,6800.8,2298.9,638.9032,887.2,636.5357,1055.2258,1887.3,4069.9333,4696.5385,0,0.0732,8130.1374
wig,1142.8065,1098.9286,950.7333,874.3,836.8065,705.9333,834.9643,992.2903,818.2,491.4,1040.8462,0,0.0685,815.6008
king bed frame,1144.2581,2910.5714,2179.2333,1228.7333,4570.0,3209.1,1208.6071,711.0,1101.6333,954.1,885.2692,0,0.0735,1675.2088
watch,1223.2903,1273.6786,987.6,791.0333,572.2258,679.1333,755.5,925.871,669.4,1041.3333,632.9231,0,0.065,795.9991
golf,1725.2258,1487.7143,911.5,657.4,640.9677,453.5333,806.2857,921.9355,1019.7667,1475.1667,1233.1154,0,0.0729,944.3843
end table,727.3871,936.6071,609.9,897.2667,1100.7097,1467.2333,793.25,701.4839,794.1667,1096.0667,1177.7308,0,0.0559,858.4835
